Id,Client,Platform,Url,PlatformId,Text,ChannelName,ChannelHandle,PublishedDate,DiscoveredDate,DateLogged,Engagements,DateProcessed,Processed,UserDescription,UserProfileUrl,VisibleUntil,ScannerRelevanceFound,Source,BMProjectId,Language,Sentiment,Views,Likes,Favorites,Comments,Shares,Retweets,Reach,Followers,Following,ExtractLink
2679,W1LLH1LL,TWITTER,https://twitter.com/moneybagtipster/status/1435155123693576194,1435155123693576194,"TODAY'S ACCUMULATOR!

Back it at 11.5/1 👇

Load bet: https://t.co/qstRyQ97Km

Sign up to William Hill and get £30 in FREE BETS here: https://t.co/TReScUGZqF

18+. Gamble responsively https://t.co/1mxyXxxHmw",MoneyBagTipster,MoneyBagTipster,"2021-09-07 08:17:00","2021-09-07 09:49:07","2021-09-07 12:42:14",2,NULL,0,"Tipster with 5+ professional years experience. Gamble at your own risk and only stake what you can afford. 🔞",https://t.co/bZkIwhyins,"2022-01-07 00:00:00",1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2680,W1LLH1LL,TWITTER,https://twitter.com/moneybagtipster/status/1435157344153972737,1435157344153972737,"TODAY'S TREBLE!

Back it at 2.6/1 👇

Load bet: https://t.co/EQccNnHLcU

Sign up to William Hill and get £30 in FREE BETS here: https://t.co/TReScUGZqF

18+. Gamble responsively https://t.co/NPyLtmR4Wn",MoneyBagTipster,MoneyBagTipster,"2021-09-07 08:25:49","2021-09-07 09:49:06","2021-09-07 12:56:07",1,NULL,1,"Tipster with 5+ professional years experience. Gamble at your own risk and only stake what you can afford. 🔞",https://t.co/bZkIwhyins,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2681,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1435127809010282497,1435127809010282497,"TONIGHT’S NETHERLANDS VS. TURKEY #YOURODDS BOOST!!!!

⚡️ BOOSTED to 9/2 (was 16/5)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/SLGgFuxey0

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT | Always Gamble Responsibly https://t.co/8FfDfXCvDd",Oddschanger,Oddschanger,"2021-09-07 06:28:27","2021-09-07 09:48:57","2021-09-07 12:56:10",1,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2682,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1435129428481347585,1435129428481347585,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRDKnmk

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT https://t.co/keYIPyMvFy",Oddschanger,Oddschanger,"2021-09-07 06:34:53","2021-09-07 09:49:00","2021-09-07 12:56:10",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2683,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1435152859671064576,1435152859671064576,"TONIGHT’S NETHERLANDS VS. TURKEY #YOURODDS BOOST!!!!

⚡️ BOOSTED to 9/2 (was 16/5)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/SLGgFufD9q

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgyPAj | Always Gamble Responsibly https://t.co/ye9hH3DtyQ",Oddschanger,Oddschanger,"2021-09-07 08:08:00","2021-09-07 09:48:58","2021-09-07 12:56:10",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2684,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1435154636189618176,1435154636189618176,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRDKnmk

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgQqYT https://t.co/9sLKRGXn2T",Oddschanger,Oddschanger,"2021-09-07 08:15:03","2021-09-07 09:48:56","2021-09-07 12:56:10",1,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2685,W1LLH1LL,TWITTER,https://twitter.com/ggcouk/status/1435173243824979971,1435173243824979971,"🏇 DARYL'S BEST BET 🏇

@DarylCarter7 best bet is a confident selection at Leicester this afternoon 💪

Add to betslip ➡ https://t.co/IxjIWOmaVR

New William Hill customers get £30 in free bets when you bet £10 ➡ https://t.co/IF2Z0Ob7lr 

🔞 T&amp;C's Apply. BeGambleAware #Ad https://t.co/tEvueUnLIa",ggcouk,ggcouk,"2021-09-07 09:29:00","2021-09-07 09:48:53","2021-09-07 12:56:10",3,NULL,1,"The website for people who love horse racing. Cards & Results | Blogs | Alerts | (Followers must be 18+) Responsible Gambling: https://t.co/BsOADKQx4N",https://t.co/ZXtJs9HuDv,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2686,W1LLH1LL,TWITTER,https://twitter.com/bettingoddsuk/status/1435142038224347143,1435142038224347143,"Raheem Sterling has a goal or assist in five of his last eight games for England

With William Hill you can get him at an enhanced 30/1 to score or assist vs Poland on Wednesday... 🦁

New Customer Offer | T&amp;C's Apply | 18+ | BeGambleAware | #AD

#ENG #ThreeLions",BettingOddsUK,BettingOddsUK,"2021-09-07 07:25:00","2021-09-07 09:48:51","2021-09-07 12:59:07",2,NULL,1,"Bettering your sporting experience | 18+ https://t.co/H0vygPeuPj",https://t.co/vnpDPSY63s,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2687,W1LLH1LL,TWITTER,https://twitter.com/twenclosure/status/1435127930431188992,1435127930431188992,"We'll have another jockey boost live soon for today courtesy of William Hill again! ⏫

1️⃣ Join
2️⃣ Bet £10
3️⃣ Get £40 in free bets for todays racing

Claim HERE 👇🏼
https://t.co/fFQMMcqEwh 

#Ad | New Customer Offer | 18+ | T&amp;C’s Apply | https://t.co/8Yo2IZMG5m https://t.co/xKcEed3qwB",TWEnclosure,TWEnclosure,"2021-09-07 06:28:56","2021-09-07 09:48:54","2021-09-07 12:59:07",1,NULL,1,"The Winners Enclosure provides you with daily news, views and recommended bets. 18+ https://t.co/0WiNwt5hky please gamble responsibly.",https://t.co/zTgT8iQRGQ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2688,W1LLH1LL,TWITTER,https://twitter.com/twenclosure/status/1435147988985384960,1435147988985384960,"The jockey boost can only be backed with William Hill! ⏫

1️⃣ Join
2️⃣ Bet £10
3️⃣ Get £40 in free bets for todays racing

Claim HERE 👇🏼
https://t.co/fFQMMcqEwh 

#Ad | New Customer Offer | 18+ | T&amp;C’s Apply | https://t.co/8Yo2IZMG5m https://t.co/aJN5Fw3qHB",TWEnclosure,TWEnclosure,"2021-09-07 07:48:38","2021-09-07 09:48:50","2021-09-07 12:59:08",0,NULL,1,"The Winners Enclosure provides you with daily news, views and recommended bets. 18+ https://t.co/0WiNwt5hky please gamble responsibly.",https://t.co/zTgT8iQRGQ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2689,W1LLH1LL,TWITTER,https://twitter.com/twenclosure/status/1435167460580265984,1435167460580265984,"This bet is only available at William Hill today! 🔹

1️⃣ Join
2️⃣ Bet £10
3️⃣ Get £40 in free bets for todays racing

Claim HERE 👇🏼
https://t.co/fFQMMcqEwh 

#Ad | New Customer Offer | 18+ | T&amp;C’s Apply | https://t.co/8Yo2IZMG5m https://t.co/oEMtDwv6qE",TWEnclosure,TWEnclosure,"2021-09-07 09:06:01","2021-09-07 09:48:46","2021-09-07 12:59:08",0,NULL,1,"The Winners Enclosure provides you with daily news, views and recommended bets. 18+ https://t.co/0WiNwt5hky please gamble responsibly.",https://t.co/zTgT8iQRGQ,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2690,W1LLH1LL,FACEBOOK,https://www.facebook.com/1522486151312864/posts/3126346177593512,3126346177593512,"Best Casino Offers
Claim⏩ https://bbodds.net/3sDtLbx
Best CasinoDeepWeb
Billionaire Casino
WilliamHillINTENSE
  888 Online Arcade Casino: Firekirin & Orionstars","PaddysPower exclusive",1522486151312864,"2021-09-06 23:13:05","2021-09-07 03:57:32","2021-09-07 13:01:37",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2691,W1LLH1LL,FACEBOOK,https://www.facebook.com/1419389804980606/posts/2819233971662842,2819233971662842,"Best Casino Offers
Claim⏩ https://bbodds.net/3sDtLbx
Best CasinoDeepWeb
Billionaire Casino
WilliamHillINTENSE
  888 Online Arcade Casino: Firekirin & Orionstars","Sportingleisure tipster",1419389804980606,"2021-09-06 23:06:06","2021-09-07 03:57:40","2021-09-07 13:01:38",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2692,W1LLH1LL,FACEBOOK,https://www.facebook.com/441395332736823/posts/1665657683643909,1665657683643909,"Best Casino Offers
Claim⏩ https://bbodds.net/3sDtLbx
Best CasinoDeepWeb
Billionaire Casino
WilliamHillINTENSE
  888 Online Arcade Casino: Firekirin & Orionstars","Betting Best Odds",441395332736823,"2021-09-06 22:52:05","2021-09-07 03:57:31","2021-09-07 13:01:38",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2693,W1LLH1LL,FACEBOOK,https://www.facebook.com/685271534843933/posts/4375170299187353,4375170299187353,"Best Casino Offers
Claim⏩ https://bbodds.net/3sDtLbx
Best CasinoDeepWeb
Billionaire Casino
WilliamHillINTENSE
  888 Online Arcade Casino: Firekirin & Orionstars","High risk life",685271534843933,"2021-09-06 22:59:03","2021-09-07 03:57:23","2021-09-07 13:01:38",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2694,W1LLH1LL,TWITTER,https://twitter.com/soccertal/status/1435066829928640512,1435066829928640512,"New William Hill Casino Customers
Get a £20 Free Casino Bonus
Absolutely No Deposit Required
18+ Terms Apply
gambleaware ad
JOIN HERE https://t.co/gK8pMeddbq https://t.co/xjRY4yQ2rq",soccertal,soccertal,"2021-09-07 02:26:09","2021-09-07 03:36:01","2021-09-07 13:01:39",0,NULL,1,"All the latest football news from all the major football leagues,keep up to date with what's going on. Over18s https://t.co/51k61ualYQ",NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2695,W1LLH1LL,FACEBOOK,https://www.facebook.com/paddyspowerexclusive/photos/a.1522493954645417/3126186230942840/?type=3,3126186230942840,"Daily Football Acca + New Offers 
Veiw➡️ bbodds.net/Acc
Sat 11th  13/1 Acca + £5 Free Bet on 8 Games
Bet £10 Get £50 Bonus
18s + T & Cs Apply
Manchester United Liverpool FC 
UEFA Champions League 
Manchester CityTottenham Hotspur
 Leeds United WilliamHill Arsenal 
EFL","PaddysPower exclusive",1522486151312864,"2021-09-06 18:24:07","2021-09-06 22:12:16","2021-09-07 13:01:39",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2696,W1LLH1LL,FACEBOOK,https://www.facebook.com/sportingleisureTips/photos/a.1768921976694052/2819108061675433/?type=3,2819108061675433,"Daily Football Acca + New Offers 
Veiw➡️ bbodds.net/Acc
Sat 11th  13/1 Acca + £5 Free Bet on 8 Games
Bet £10 Get £50 Bonus
18s + T & Cs Apply
Manchester United Liverpool FC 
UEFA Champions League 
Manchester CityTottenham Hotspur
 Leeds United WilliamHill Arsenal 
EFL","Sportingleisure tipster",1419389804980606,"2021-09-06 18:17:05","2021-09-06 22:12:23","2021-09-07 13:01:40",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2697,W1LLH1LL,FACEBOOK,https://www.facebook.com/bettingbestoddsuk/photos/a.1522598437949835/1665528280323516/?type=3,1665528280323516,"Daily Football Acca + New Offers 
Veiw➡️ bbodds.net/Acc
Sat 11th  13/1 Acca + £5 Free Bet on 8 Games
Bet £10 Get £50 Bonus
18s + T & Cs Apply
Manchester United Liverpool FC 
UEFA Champions League 
Manchester CityTottenham Hotspur
 Leeds United WilliamHill Arsenal 
EFL","Betting Best Odds",441395332736823,"2021-09-06 18:03:08","2021-09-06 22:12:15","2021-09-07 13:01:40",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2698,W1LLH1LL,FACEBOOK,https://www.facebook.com/highrisklifeafc/photos/a.685410191496734/4374594299244953/?type=3,4374594299244953,"Daily Football Acca + New Offers 
Veiw➡️ bbodds.net/Acc
Sat 11th  13/1 Acca + £5 Free Bet on 8 Games
Bet £10 Get £50 Bonus
18s + T & Cs Apply
Manchester United Liverpool FC 
UEFA Champions League 
Manchester CityTottenham Hotspur
 Leeds United WilliamHill Arsenal 
EFL","High risk life",685271534843933,"2021-09-06 18:10:10","2021-09-06 22:12:09","2021-09-07 13:01:40",0,NULL,1,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2699,W1LLH1LL,TWITTER,https://twitter.com/moneybagtipster/status/1434944959044591621,1434944959044591621,"CARD LONG-SHOT!! 🟨🟥

BOLTON v BURTON 🏴󠁧󠁢󠁥󠁮󠁧󠁿

Back it at 55/1 👇

Load bet: https://t.co/EqNVbuXgMD

Sign up to William Hill and get £30 in FREE BETS here: https://t.co/TReScUGZqF

18+. Gamble responsively",MoneyBagTipster,MoneyBagTipster,"2021-09-06 18:21:52","2021-09-06 22:11:46","2021-09-07 13:01:41",2,NULL,1,"Tipster with 5+ professional years experience. Gamble at your own risk and only stake what you can afford. 🔞",https://t.co/bZkIwhyins,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2700,W1LLH1LL,TWITTER,https://twitter.com/footyaccums/status/1434936937127809038,1434936937127809038,"ICYMI: Our William Hill #YourOdds boost for Bolton vs Burton is LIVE! ⚡︎⚡︎⚡︎

Back it here &gt;&gt;&gt; https://t.co/DE75yX2WbJ

#Ad | 18+ | https://t.co/rGiIaLusaV | Always Gamble Responsibly https://t.co/fYOjtwvEP5",FootyAccums,FootyAccums,"2021-09-06 17:50:00","2021-09-06 21:50:41","2021-09-07 13:01:41",2,NULL,1,"#1 FREE football betting community bringing you news, previews, recommended bets & bookmakers! 18+ https://t.co/aNvyT221Pr | Please gamble responsibly.",https://t.co/HAwyk3dhlF,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2701,W1LLH1LL,TWITTER,https://twitter.com/footyaccums/status/1434941969969688577,1434941969969688577,"New to William Hill today? 

1️⃣ Join William Hill
2️⃣ Bet £10 on any sport 
3️⃣ Get £40 in free bets

New customers claim here &gt;&gt;&gt;
https://t.co/4B60Mrtcvi

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/rGiIaLusaV https://t.co/9Pl0fCoQtD",FootyAccums,FootyAccums,"2021-09-06 18:10:00","2021-09-06 21:50:40","2021-09-07 13:01:42",3,NULL,1,"#1 FREE football betting community bringing you news, previews, recommended bets & bookmakers! 18+ https://t.co/aNvyT221Pr | Please gamble responsibly.",https://t.co/HAwyk3dhlF,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2702,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434916806884429826,1434916806884429826,"TODAY'S #YOURODDS BOOST!

⚡️ BOOSTED to 13/2 (was 5/1)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/sCjvHLm8PH

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgyPAj | Always Gamble Responsibly https://t.co/Q8VlEtXyYy",Oddschanger,Oddschanger,"2021-09-06 16:30:00","2021-09-06 21:50:32","2021-09-07 13:01:42",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2703,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434918062558351361,1434918062558351361,"All of our #YourOdds Boost’s are exclusive to William Hill! ☑️

1️⃣ Join William Hill via the link provided.
2️⃣ Bet £10 on our #YourOdds Boost.
3️⃣ Receive 4x £10 free bets!

CLAIM HERE:
https://t.co/BQJCRE1YdS

#Ad | New Customer Offer | 18+ | T&amp;Cs Apply | https://t.co/7ZhTEgyPAj https://t.co/339o825vJ4",Oddschanger,Oddschanger,"2021-09-06 16:35:00","2021-09-06 21:50:25","2021-09-07 13:01:42",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2704,W1LLH1LL,TWITTER,https://twitter.com/oddschanger/status/1434931905376370690,1434931905376370690,"TODAY'S #YOURODDS BOOST!

⚡️ BOOSTED to 13/2 (was 5/1)!
📊 BEST PRICE on the market!
📝 EXCLUSIVE to William Hill!

Add this to your bet-slip HERE:
https://t.co/sCjvHLm8PH

18+ | T&amp;Cs Apply | https://t.co/7ZhTEgyPAj | Always Gamble Responsibly https://t.co/z6ZMVZL1wW",Oddschanger,Oddschanger,"2021-09-06 17:30:00","2021-09-06 21:50:27","2021-09-07 13:01:43",0,NULL,1,"Oddschanger provides the very latest news, views and betting updates across a range of sports. 18+ https://t.co/H0vygPeuPj please gamble responsibly.",https://t.co/V0JgGkmUfj,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
